"id";"title";"authors";"contributors";"subjectsPOR";"institutions";"types";"accesslevel";"publicationDates";"urls";"formats";"languages";
"UFSC_7670bdced5d7e33847c8f9661ac729ef";"Uma abordagem prática neuropedagógica como contribuição para a alfabetização de pessoas portadoras de necessidades educativas especiais";"primary[Fischer, Julianne(NA)]";"advisor[Lapolli, Edis Mafra(NA)]";"";"UFSC";"doctoralThesis";"openAccess";"2001";"http://repositorio.ufsc.br/xmlui/handle/123456789/81948";"doctoralThesis";"por"
"UFSC_ee9bc911bf5f22ac7b0653e130b02868";"Educação e informática: o desenvolvimento do pensamento lógico-matemático da criança com necessidades educativas especiais";"primary[Perroni, Elaine Regina Amador(NA)]";"advisor[Catapan, Araci Hack(NA)]";"";"UFSC";"masterThesis";"openAccess";"2002";"http://repositorio.ufsc.br/xmlui/handle/123456789/83901";"masterThesis";"por"
"UFSC_aee0ef6cd1f8dceef95dd455f6163221";"A informática como recurso pedagógico no processo de alfabetização de crianças com necessidades educativas especiais";"primary[Franco, Angela Maria(NA)]";"advisor[Catapan, Araci Hack(NA)]";"";"UFSC";"masterThesis";"openAccess";"2002";"http://repositorio.ufsc.br/xmlui/handle/123456789/83923";"masterThesis";"por"
"UFSC_aa28b276cad3a0bb196aeb666ff7ca51";"Inclusão do portador de necessidades educativas especiais e a diversidade do trabalho do psicólogo";"primary[Lages, Arlete Rezende(NA)]";"advisor[Fialho, Francisco Antonio Pereira(NA)]";"";"UFSC";"masterThesis";"openAccess";"2001";"http://repositorio.ufsc.br/xmlui/handle/123456789/79874";"masterThesis";"por"
"UFSC_d93e9cfbef67a7dc506496c6d55b3fa9";"Estética e mediação: o desenvolvimento cognitivo da pessoa portadora de necessidades educativas especiais";"primary[Cruz, Silvia Regina Lebre(NA)]";"advisor[Catapan, Araci Hack(NA)]";"";"UFSC";"masterThesis";"openAccess";"2002";"http://repositorio.ufsc.br/xmlui/handle/123456789/83932";"masterThesis";"por"
"UFSC_d92693c4b61139b16b445cbdfaf5340b";"Pessoas com necessidades educativas especiais: aspectos relevantes para educação inclusiva";"primary[Silvério, Janusa Lage(NA)]";"advisor[Pereira, Sonia Maria(NA)]";"";"UFSC";"masterThesis";"openAccess";"2003";"http://repositorio.ufsc.br/xmlui/handle/123456789/85533";"masterThesis";"por"
"PUC_RIO-1_2a97532db711a9297915b853ec5b7e08";"A INCLUSÃO DE PESSOAS COM NECESSIDADES EDUCACIONAIS ESPECIAIS NO PROCESSO EDUCATIVO ESCOLAR: UMA EXPERIÊNCIA INVERSA";"primary[IRENE ELIAS RODRIGUES(lattes.cnpq.br/0255710343979199)]";"advisor[ISABEL ALICE OSWALD MONTEIRO LELIS(lattes.cnpq.br/6837272300775720)]|coadvisor[IVANILDE APOLUCENO DE OLIVEIRA(NA)]|referee[ISABEL ALICE OSWALD MONTEIRO LELIS(NA)|ANA WALESKA POLLO CAMPOS MENDONCA(NA)|VERA MARIA FERRAO CANDAU(NA)|DENISE MEYRELLES DE JESUS(NA)|THERESINHA GUIMARAES MIRANDA(NA)]";"";"PUC_RIO";"doctoralThesis";"openAccess";"2010";"https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=38177@1|https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=38177@2";"doctoralThesis";"por"
"URGS_9a6a47d5da455dbbd0783140bd1f7e43";"O privado e o especial : análise de um recorte do atendimento educacional de alunos com necessidades educativas especiais na rede privada do Rio Grande do Sul";"primary[Abreu, Daniela de Moraes Garcia de(NA)]";"advisor[Baptista, Cláudio Roberto(NA)]";"Ensino privado|Necessidades educacionais especiais|Legislação|Inclusão escolar|Política educacional|Brasil|Rio Grande do Sul";"UFRGS";"masterThesis";"openAccess";"2002";"http://hdl.handle.net/10183/3812";"masterThesis";"por"
"P_RS_c479e767e76531ddca2038fba087fd25";"A avalia??o da aprendizagem de estudantes do ensino superior com necessidades educativas especiais : entre a teoria e a pr?tica docente";"primary[Mariante, Antonieta Beatriz(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4716158P0)]";"advisor[Morosini, Mar?lia Costa(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4716217J0)]";"EDUCA??O|ENSINO SUPERIOR|EDUCA??O ESPECIAL|INCLUS?O SOCIAL|POL?TICA EDUCACIONAL|ENSINO - AVALIA??O|APRENDIZAGEM - AVALIA??O|PESSOAS PORTADORAS DE DEFICI?NCIA - EDUCA??O";"PUC_RS";"masterThesis";"openAccess";"2008";"http://tede2.pucrs.br/tede2/handle/tede/3565";"masterThesis";"por"
"UFG_4ace56d8022ce22d6f393cb58d1fe3a5";"Compreensão da vivência musical de alunos com necessidades educativas especiais – uma pesquisa-ação no espaço das oficinas - espaço terapêutico e educacional - Uberlândia, MG";"primary[Nascimento, Thaís Vieira do(http://lattes.cnpq.br/1508148519460725)]";"advisor[Leão, Eliane(http://lattes.cnpq.br/9925619017259931)]|referee[Leão, Eliane(NA)|Chaveiro, Neuma(NA)|Zanini, Cláudia Regina de Oliveira(NA)|Silva, Sergio Pereira da(NA)]";"Educação musical|Alunos com necessidades educativas especiais (ANEEs)|Pesquisa-ação|Interação alunos-professora e relações interpessoais";"UFG";"masterThesis";"openAccess";"2013";"http://repositorio.bc.ufg.br/tede/handle/tede/3700";"masterThesis";"por"
"UERJ_51dc39b1819d2ef72c284dfc96f066f6";"A Prática da inclusão de alunos com necessidades educativas especiais em classe regular: um estudo de caso com abordagem etnográfica";"primary[Machado, Katia da Silva(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=T455036)]";"advisor[Glat, Rosana(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4787961A3&dataRevisao=null)]|referee[Fernandes, Edicléa Mascarenhas(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=S032910)|Santos, Mônica Pereira dos(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4781463T2)]";"Educação inclusiva|Educação especial";"UERJ";"masterThesis";"openAccess";"2005";"http://www.bdtd.uerj.br/handle/1/10563";"masterThesis";"por"
"UTFPR-12_4b749a46f1e5a7c2b09c80017f0269b7";"Atividades pedagógicas de inclusão para o aluno com necessidades educativas especiais: uma proposta colaborativa com docentes em formação";"primary[Costa, Analia Maria de Fátima(NA)]";"advisor[Lima, Siumara Aparecida de(NA)]|coadvisor[Stadler, Rita de Cássia da Luz(NA)]";"Aprendizagem por atividades|Educação inclusiva|Crianças deficientes - Educação|Professores - Formação|Active learning|Inclusive education|Children with disabilities - Education|Teachers, Training of";"UTFPR";"masterThesis";"openAccess";"2013";"http://repositorio.utfpr.edu.br/jspui/handle/1/1456";"masterThesis";"por"
"UEFS_e9882e2d08aceef98620cbf92db83b48";"Os saberes docentes para a pr?tica pedag?gica de alunos com necessidades educativas especiais na escola regular";"primary[Silva, Adarita Souza da(http://lattes.cnpq.br/7521241980684577)]";"advisor[Moreira, Solange Mary Santos(NA)]";"Saberes docentes|Pr?tica pedag?gica|Forma??o docente";"UEFS";"masterThesis";"openAccess";"2014";"http://localhost:8080/tede/handle/tede/127";"masterThesis";"por"
"UFES_04923c521ba37469ebd7d0dcb162611a";"A importância da arte na inclusão escolar e no desenvolvimento de pessoas com necessidades educativas especiais - deficiência intelectual.";"primary[OLIVEIRA, U. T.(NA)]";"advisor[COLA, C. P.(NA)]|referee[NUNES, A. L. R.(NA)|BARRETO, M. A. S. C.(NA)|PINEL, H.(NA)]";"Arte|Educação Inclusiva|Deficiência Intelectual";"UFES";"masterThesis";"openAccess";"2012";"http://repositorio.ufes.br/handle/10/2314";"masterThesis";""
"UTFPR-1_518d6d9c61ab62011b08503cefc4a32f";"Atividades pedagógicas de inclusão para o aluno com necessidades educativas especiais: uma proposta colaborativa com docentes em formação";"primary[Costa, Analia Maria de Fátima(NA)]";"advisor[Lima, Siumara Aparecida de(NA)]|coadvisor[Stadler, Rita de Cássia da Luz(NA)]";"Aprendizagem por atividades|Educação inclusiva|Crianças deficientes - Educação|Professores - Formação|Active learning|Inclusive education|Children with disabilities - Education|Teachers, Training of";"UTFPR";"masterThesis";"openAccess";"2013";"http://repositorio.utfpr.edu.br/jspui/handle/1/1456";"masterThesis";"por"
"URGS_3bfc9c8856dae893cd7833f49111e1b2";"Infância em cena : um estudo sobre o cotidiano de crianças de classes populares, com necessidades educativas especiais";"primary[Sulzbach, Raquel Alvarez(NA)]";"advisor[Baptista, Cláudio Roberto(NA)]";"Infância|Educação especial|Educação popular";"UFRGS";"masterThesis";"openAccess";"2003";"http://hdl.handle.net/10183/17721";"masterThesis";"por"
"URGS_27da68d06b9462db6e16f4ce8dfe1268";"Colégio de Aplicação da Universidade Federal do Rio Grande do Sul e processos inclusivos : trajetórias de alunos com necessidades educativas especiais";"primary[Benites, Letícia Neutzling(NA)]";"advisor[Baptista, Cláudio Roberto(NA)]";"Universidade Federal do Rio Grande do Sul. Colégio de Aplicação.|Inclusão escolar|Necessidades educacionais especiais|Criança";"UFRGS";"masterThesis";"openAccess";"2006";"http://hdl.handle.net/10183/10303";"masterThesis";"por"
"UFSC_90d273d9a69c78d99b46d86818cdae6e";"O computador como ferramenta de mediação para as atividades pedagógicas escolares: enfoque aos portadores de necessidades educativas especiais";"primary[Martins, José Reginaldo(NA)]";"advisor[Rodriguez Martins, Alejandro(NA)]";"";"UFSC";"masterThesis";"openAccess";"2001";"http://repositorio.ufsc.br/xmlui/handle/123456789/80408";"masterThesis";"por"
"UFSC_ec913ea62dc3d42e9812f92971a5f944";"Alunos considerados portadores de necessidades educativas especiais nas redes publicas de ensino regular: integração ou exclusão?";"primary[Carneiro, Maria Sylvia Cardoso(NA)]";"advisor[Oliveira, Zilma de Moraes Ramos de(NA)]|coadvisor[Da Ros, Silvia Zanatta(NA)]";"";"UFSC";"masterThesis";"openAccess";"1996";"http://repositorio.ufsc.br/xmlui/handle/123456789/76538";"masterThesis";"por"
"UEL_5e473290a6ae821bec2cd55620020992";"Evidências de validade de um inventário de percepção do suporte familiar para pais de pessoas com necessidades educativas especiais - IPSF-EE";"primary[Tamiris Sasaki de Oliveira(NA)]";"advisor[Katya Luciane de Oliveira .(NA)]|referee[Maíra Bonafé Sei(NA)|Makilim Nunes Baptista(NA)]";"";"UEL";"masterThesis";"openAccess";"2019";"http://www.bibliotecadigital.uel.br/document/?code=vtls000230179";"masterThesis";"por"
"UFSC_de3869188a189fc0c457a132e238dd10";"Alunos considerados portadores de necessidades educativas especiais nas redes públicas de ensino regular: integração ou exclusão?";"primary[Carneiro, Maria Sylvia Cardoso(NA)]";"";"";"UFSC";"masterThesis";"openAccess";"1996";"https://repositorio.ufsc.br/handle/123456789/111425";"masterThesis";""
"UFSC_67e61fb25a84429879d744172cc52674";"Forma de mediação no processo de alfabetização de alunos com necessidades educativas especiais: livro eletrônico de alfabetização";"primary[Coelho, Lúcia Cristina Bessa de Brito(NA)]";"advisor[Alves, Joao Bosco da Motta(NA)]";"";"UFSC";"masterThesis";"openAccess";"2001";"http://repositorio.ufsc.br/xmlui/handle/123456789/81627";"masterThesis";"por"
"PUC_SP-1_a01b524e26f4ec36d9153d83b23a595d";"Formação de professores de alunos com necessidades educacionais especiais no ensino regular";"primary[Menezes, Maria Aparecida de(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4133001E2)]";"advisor[Feldmann, Marina Graziela(NA)]";"Formação de educadores|Inclusão escolar|Educação inclusiva|Educacao inclusiva|Professores de educacao especial -- Formacao profissionalv";"PUC_SP";"doctoralThesis";"openAccess";"2008";"https://tede2.pucsp.br/handle/handle/10054";"doctoralThesis";"por"
"UFRRJ-1_5ddffdddef6ce2ec89a253eae93d7f0c";"Coletivo de pessoas com necessidades educacionais espec?ficas na / da ufrrj: narrativas emancipat?rias";"primary[Souza, Adelzita Val?ria Pacheco de(NA)]";"advisor[Oliveira, Val?ria Marques de(NA)]|referee[Oliveira, Val?ria Marques de(NA)|Rocha, Allan Damasceno(NA)|Alves, Priscila Pires(NA)|Barbato, Silviane Bonaccorsi(NA)]";"Inclus?o na Educa??o Superior|Minorias Ativas|Influ?ncias Sociais|Narrativas Emancipat?rias";"UFRRJ";"masterThesis";"openAccess";"2017";"https://tede.ufrrj.br/jspui/handle/jspui/2411";"masterThesis";"por"
"UNIP_9f001646ddfc10403f22a2520385816c";"As concepções dos professores a respeito da inclusão dos alunos com necessidades educacionais especiais: uma discussão em grupo";"primary[Caetano, Elis Regina da Silva(NA)]";"advisor[Silva Junior, Bento Selau da(NA)]|referee[Silva Junior, Bento Selau da(NA)|Bianchi, Paula(NA)|Alves, Clarice Vaz Peres(NA)]";"Atendimento Educacional Especializado|Defectologia de Vygotski|Concepções dos professores|Formação de professores|Atención Educativa Especializada|Concepciones de los profesores|Defecología de Vygotski|Formación de profesores";"UNIPAMPA";"masterThesis";"openAccess";"2019";"http://dspace.unipampa.edu.br:8080/jspui/handle/riu/4573";"masterThesis";"por"
"SCAR_0452f28d3f35feabfe1c70fa894d1961";"Educar para a cidadania: promovendo auto-advocacia em grupos de pessoas com deficiência";"primary[Neves, Tânia Regina Levada(NA)]";"advisor[Mendes, Enicéia Gonçalves(http://genos.cnpq.br:12010/dwlattes/owa/prc_imp_cv_int?f_cod=K4768474Z8)]";"Estudantes com necessidades educacionais especiais|Educação para cidadania|Auto-advocacia|Autodefensoria";"UFSCAR";"doctoralThesis";"openAccess";"2005";"https://repositorio.ufscar.br/handle/ufscar/2938";"doctoralThesis";"por"
"SCAR_994d8b68f66d86727125894816b43302";"Educar para a cidadania: promovendo auto-advocacia em grupos de pessoas com deficiência";"primary[Neves, Tânia Regina Levada(NA)]";"advisor[Mendes, Enicéia Gonçalves(http://genos.cnpq.br:12010/dwlattes/owa/prc_imp_cv_int?f_cod=K4768474Z8)]";"Estudantes com necessidades educacionais especiais|Educação para cidadania|Auto-advocacia|Autodefensoria";"UFSCAR";"doctoralThesis";"openAccess";"2005";"https://repositorio.ufscar.br/handle/ufscar/2938";"doctoralThesis";"por"
"UFPR_dca02ad9f422782dafeaf8ee884093a2";"Inclusão escolar da criança pequena com necessidades especiais : concepções de mães, de educadoras da educação infantil e de professoras do atendimento educacional especializado";"primary[Souza, Nelly Narcizo de(NA)]";"";"Teses|Educação inclusiva|Educação de crianças|Educação especial|Crianças com deficiência - Educação|Educação";"UFPR";"doctoralThesis";"openAccess";"2013";"https://hdl.handle.net/1884/32418";"doctoralThesis";"por"
"UFRRJ-1_925d3802c2cbdf471f9964c19ca390df";"?Pol?tica Institucional de Inclus?o de estudantes com necessidades espec?ficas do Instituto Federal de Educa??o, Ci?ncia e Tecnologia do Par? ? Campus Tucuru??";"primary[Branch, Elizabeth Cristina nascimento(http://lattes.cnpq.br/7996353023702305)]";"advisor[Melo, Sandra Cordeiro(http://lattes.cnpq.br/3499803166947247)]|referee[Damasceno, Allan Rocha(NA)|Santos, Monica Pereira dos(NA)]";"Inclus?o em Educa??o|Pol?ticas P?blicas de Educa??o|Culturas|Pol?ticas e Pr?ticas de inclus?o";"UFRRJ";"masterThesis";"openAccess";"2017";"https://tede.ufrrj.br/jspui/handle/jspui/2405";"masterThesis";"por"
"UFPE_855ad3679991b739cfcf0e4b65762ba9";"A formação dos professores de classes especiais para o uso do computador: do discurso dito ao discurso vivido";"primary[Rodrigues de Souza Almeida, Ediana(NA)]";"advisor[Cristina Loureiro Alves Jurema, Ana(NA)]";"Professores|Necessidades Educacionais Especiais|Computador";"UFPE";"masterThesis";"openAccess";"2003";"https://repositorio.ufpe.br/handle/123456789/4787";"masterThesis";"por"
"UFAM_581b5c5f582f1e12a359b41d52a73970";"A identifica????o do aluno com potencial para altas habilidades/ superdota????o no sistema educacional adventista em Manaus";"primary[Martins, Cl??udia Solange Rossi(http://lattes.cnpq.br/5366692380553498)]";"advisor[Becker, Maria Alice d'Avila(NA)]";"Necessidades educacionais especiais|Identifica????o de estudantes com Altas Habilidades|Superdota????o";"UFAM";"masterThesis";"openAccess";"2006";"http://tede.ufam.edu.br/handle/tede/3231";"masterThesis";"por"
"UFAM_89ab07c999ddcd805b0e5803ffef21fb";"A incorpora????o do rob?? humanoide NAO, no processo de ensino e aprendizagem de matem??tica para crian??as com necessidades especiais: um recurso tecnol??gico";"primary[Silva, Edino Ramos da(http://lattes.cnpq.br/5021602368014033)]";"advisor[Faria, Marlene Ara??jo de(http://lattes.cnpq.br/1906265701265000)]|coadvisor[Silva, Arnaldo Machado da(NA)]";"Rob?? NAO|Educa????o especial - Ensino-aprendizagem";"UFAM";"masterThesis";"openAccess";"2017";"https://tede.ufam.edu.br/handle/tede/6613";"masterThesis";"por"
"UFRRJ-1_c961d3f102986c87df9dba9157ac5191";"Inclus?o de alunos com necessidades educacionais espec?ficas no IFRJ ? Campus Volta Redonda: um estudo de caso das Licenciaturas em F?sica e em Matem?tica";"primary[Monteiro, Aline Hygino Carvalho(http://lattes.cnpq.br/7080696681106008)]";"advisor[Pletsch, M?rcia Denise(http://lattes.cnpq.br/5622440291569151)]|referee[Braun, Patricia(NA)|Souza, Fl?via Faissal de(NA)]";"Pol?ticas de educa??o especial e inclus?o no ensino superior|Educa??o Profissional|Institutos Federais|forma??o de professores|necessidades educacionais espec?ficas";"UFRRJ";"masterThesis";"openAccess";"2014";"https://tede.ufrrj.br/jspui/handle/jspui/3333";"masterThesis";"por"
"UFSC_aca7c9d0d562ccf71847969431319968";"A inserção da informática na educação de portadores de necessidades especiais";"primary[Delgado, Sandra Rotmeister(NA)]";"advisor[Fialho, Francisco Antonio Pereira(NA)]";"";"UFSC";"masterThesis";"openAccess";"2002";"http://repositorio.ufsc.br/xmlui/handle/123456789/83213";"masterThesis";"por"
"UFRRJ-1_3b5902e25072d7f92012f41207cf1be9";"Inclus?o de estudantes com necessidades especiais no Col?gio T?cnico da Universidade Rural (CTUR) - as fronteiras do institu?do e do instituinte";"primary[Pereira, M?nica Alves de Matos(http://lattes.cnpq.br/5222540384193059)]";"advisor[Otranto, C?lia Regina(NA)]|coadvisor[Damasceno, Allan Rocha(NA)]|referee[Otranto, C?lia Regina(NA)|Oliveira, Val?ria Marques de(NA)|Santos, M?nica Pereira dos(NA)|Paula, Luc?lia Augusta Lino de(NA)|Kellman, Celeste Azulay(NA)]";"Pol?ticas P?blicas de educa??o|Democratiza??o da escola|Inclus?o de estudantes com necessidades especiais";"UFRRJ";"masterThesis";"openAccess";"2013";"https://tede.ufrrj.br/jspui/handle/jspui/2506";"masterThesis";"por"
"UFRRJ-1_3285665b6cd07b96e00cba2fcdf6713c";"Inclus?o escolar de alunos com necessidades educacionais especiais: um estudo sobre o Instituto Federal do Amap?, campus Macap?";"primary[C?rtes, Andr? Luis da Silva e Silva(http://lattes.cnpq.br/1100737903566550)]";"advisor[Paula, Luc?lia Augusta Lino de(NA)]|referee[Paula, Luc?lia Augusta Lino de(NA)|Oliveira, Val?ria Marques de(NA)|Kelman, Celeste Azulay(NA)]";"Inclus?o escolar|Acessibilidade|Capacita??o docente";"UFRRJ";"masterThesis";"openAccess";"2014";"https://tede.ufrrj.br/jspui/handle/jspui/2851";"masterThesis";"por"
"UFRRJ-1_4a3f362437d1da4c70a80073c8f81299";"O N?cleo de atendimento ?s pessoas com necessidades espec?ficas (NAPNE) nos Institutos Federais da Regi?o Nordeste do Brasil: desafios pol?ticos e perspectivas pedag?gicas";"primary[Silva, Rosilene Lima da(http://lattes.cnpq.br/1746053695017848)]";"advisor[Damasceno, Allan Rocha(http://lattes.cnpq.br/0177717397152120)]|referee[Damasceno, Allan Rocha(NA)|Oliveira, Val?ria Marques de(NA)|Rocha, F?tima Niemeyer da(NA)]";"Educa??o Profissional|Pol?ticas P?blicas|Instituto Federal|Inclus?o";"UFRRJ";"masterThesis";"openAccess";"2017";"https://tede.ufrrj.br/jspui/handle/jspui/4528";"masterThesis";"por"
"UNB_f18ffeefd782a37af39b879668e5d9d5";"Atenção à família com necessidades especiais : perspectivas de gestores, profissionais e familiares";"primary[Silva, Simone Cerqueira da(NA)]";"advisor[Dessen, Maria Auxiliadora da Silva Campos(NA)]";"";"UNB";"doctoralThesis";"openAccess";"2011";"http://repositorio.unb.br/handle/10482/8892";"doctoralThesis";"por"
